,aluguel,quartos,endereco,banheiro,vaga,area,bairro,rua,zona
776,10000,4.0,"Vila Progredior, São Paulo - SP",4.0,5.0,532, SP,"Vila Progredior, São Paulo",Oeste
777,100000,4.0,"Jardim América, São Paulo - SP",6.0,8.0,700, SP,"Jardim América, São Paulo",Oeste
785,1650,2.0,"Estrada do Jaguaré, 0 - Jardim Jussara, São Paulo - SP",1.0,2.0,70, Jardim Jussara,"Estrada do Jaguaré, 0",Oeste
786,2100,2.0,"Vila Tiradentes, São Paulo - SP",2.0,3.0,110, SP,"Vila Tiradentes, São Paulo",Oeste
787,15300,5.0,"Avenida Doutor Alberto Penteado - Jardim Sílvia (Zona Oeste), São Paulo - SP",6.0,8.0,350, Jardim Sílvia (Zona Oeste),Avenida Doutor Alberto Penteado,Oeste
789,6000,3.0,"Rua Artur de Azevedo - Pinheiros, São Paulo - SP",3.0,1.0,235, Pinheiros,Rua Artur de Azevedo,Oeste
790,29000,4.0,"Rua Stefan Marek Neuding - Jardim Sílvia (Zona Oeste), São Paulo - SP",5.0,5.0,930, Jardim Sílvia (Zona Oeste),Rua Stefan Marek Neuding,Oeste
798,5000,3.0,"Rua Doutor José de Andrade Figueira, , 374 - Vila Suzana, São Paulo - SP",5.0,3.0,223, Vila Suzana,"Rua Doutor José de Andrade Figueira, , 374",Oeste
799,13500,3.0,"Rua Simpatia - Jardim das Bandeiras, São Paulo - SP",4.0,3.0,256, Jardim das Bandeiras,Rua Simpatia,Oeste
802,25000,3.0,"Alto de Pinheiros, São Paulo - SP",5.0,4.0,380, SP,"Alto de Pinheiros, São Paulo",Oeste
806,1200,1.0,"Rua Butantã, 408 - Pinheiros, São Paulo - SP",1.0,1.0,27, Pinheiros,"Rua Butantã, 408",Oeste
811,1500,1.0,"Rua José Maria Lisboa, , 555 - Jardim Paulista, São Paulo - SP",1.0,1.0,23, Jardim Paulista,"Rua José Maria Lisboa, , 555",Oeste
825,3200,1.0,"Pinheiros, São Paulo - SP",1.0,1.0,35, SP,"Pinheiros, São Paulo",Oeste
837,6650,2.0,"Rua Delfina - Vila Madalena, São Paulo - SP",2.0,2.0,83, Vila Madalena,Rua Delfina,Oeste
842,80000,5.0,"Rua Groenlândia - Jardim América, São Paulo - SP",4.0,6.0,750, Jardim América,Rua Groenlândia,Oeste
843,12000,2.0,"Jardim Paulistano, São Paulo - SP",3.0,2.0,230, SP,"Jardim Paulistano, São Paulo",Oeste
844,30000,3.0,"Rua Guararapes - Lapa, São Paulo - SP",5.0,8.0,515, Lapa,Rua Guararapes,Oeste
845,10000,4.0,"Rua Alvarenga - Butantã, São Paulo - SP",3.0,4.0,400, Butantã,Rua Alvarenga,Oeste
847,30000,4.0,"Jardim Guedala, São Paulo - SP",5.0,5.0,431, SP,"Jardim Guedala, São Paulo",Oeste
852,1590,2.0,"Rua Franco Paolantonio, 45 - Parque Ipê, São Paulo - SP",3.0,1.0,74, Parque Ipê,"Rua Franco Paolantonio, 45",Oeste
857,4800,3.0,"Sumaré, São Paulo - SP",2.0,2.0,180, SP,"Sumaré, São Paulo",Oeste
861,3500,2.0,"Sumaré, São Paulo - SP",1.0,0.0,280, SP,"Sumaré, São Paulo",Oeste
869,10500,3.0,"Jardim Paulista, São Paulo - SP",2.0,0.0,148, SP,"Jardim Paulista, São Paulo",Oeste
873,10500,3.0,"Água Branca, São Paulo - SP",4.0,5.0,300, SP,"Água Branca, São Paulo",Oeste
877,30000,8.0,"Rua Azevedo Soares, 1826 - Vila Gomes Cardim, São Paulo - SP",10.0,7.0,500, Vila Gomes Cardim,"Rua Azevedo Soares, 1826",Oeste
878,13000,3.0,"Rua Manuel Guedes, 536 - Jardim Europa, São Paulo - SP",4.0,2.0,227, Jardim Europa,"Rua Manuel Guedes, 536",Oeste
883,6500,4.0,"Rua Sacadura Cabral, 220 - Lapa, São Paulo - SP",4.0,4.0,250, Lapa,"Rua Sacadura Cabral, 220",Oeste
885,8000,3.0,"Rua João Anes, 144 - Alto da Lapa, São Paulo - SP",4.0,3.0,164, Alto da Lapa,"Rua João Anes, 144",Oeste
886,5500,3.0,"Rua Passo da Pátria - Vila Leopoldina, São Paulo - SP",4.0,2.0,185, Vila Leopoldina,Rua Passo da Pátria,Oeste
891,5000,3.0,"Rua Carlos Weber - Alto da Lapa, São Paulo - SP",3.0,2.0,300, Alto da Lapa,Rua Carlos Weber,Oeste
895,3246,1.0,"Rua Guarará - Jardim Paulista, São Paulo - SP",1.0,1.0,28, Jardim Paulista,Rua Guarará,Oeste
900,2400,1.0,"Rua Oscar Freire, 1948 - Pinheiros, São Paulo - SP",1.0,1.0,30, Pinheiros,"Rua Oscar Freire, 1948",Oeste
902,2000,2.0,"Alameda Lorena, 1852 - Jardim Paulista, São Paulo - SP",1.0,1.0,43, Jardim Paulista,"Alameda Lorena, 1852",Oeste
904,2500,1.0,"Alameda Campinas, , 675 - Jardim Paulista, São Paulo - SP",1.0,1.0,33, Jardim Paulista,"Alameda Campinas, , 675",Oeste
912,1200,1.0,"Pinheiros, São Paulo - SP",1.0,0.0,22, SP,"Pinheiros, São Paulo",Oeste
917,900,1.0,"Rua Moacir Miguel da Silva - Jardim Bonfiglioli, São Paulo - SP",1.0,0.0,35, Jardim Bonfiglioli,Rua Moacir Miguel da Silva,Oeste
918,1400,1.0,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 229 - Jardim Esmeralda, São Paulo - SP",1.0,0.0,20, Jardim Esmeralda,"Avenida Engenheiro Heitor Antônio Eiras Garcia, 229",Oeste
930,9900,4.0,"Rua Tingui, 400 - Vila Inah, São Paulo - SP",6.0,0.0,485, Vila Inah,"Rua Tingui, 400",Oeste
932,9900,3.0,"Rua Fradique Coutinho, 1896 - Pinheiros, São Paulo - SP",4.0,2.0,263, Pinheiros,"Rua Fradique Coutinho, 1896",Oeste
934,8500,3.0,"Rua Doutor Baeta Neves, 98 - Vila Madalena, São Paulo - SP",3.0,1.0,200, Vila Madalena,"Rua Doutor Baeta Neves, 98",Oeste
946,8000,3.0,"Rua Iraci - Jardim Paulistano, São Paulo - SP",2.0,2.0,130, Jardim Paulistano,Rua Iraci,Oeste
955,1900,1.0,"Rua André Casado, 215 - Sumaré, São Paulo - SP",1.0,1.0,50, Sumaré,"Rua André Casado, 215",Oeste
965,1500,2.0,"Rua Santa Crescência, 85 - Vila Sônia, São Paulo - SP",1.0,1.0,65, Vila Sônia,"Rua Santa Crescência, 85",Oeste
968,2100,3.0,"Avenida Marechal Mário Guedes, 02 - Jaguaré, São Paulo - SP",2.0,2.0,70, Jaguaré,"Avenida Marechal Mário Guedes, 02",Oeste
969,3100,3.0,"Rua Cristiano Viana, 505 - Pinheiros, São Paulo - SP",2.0,1.0,80, Pinheiros,"Rua Cristiano Viana, 505",Oeste
974,4000,3.0,"Lapa, São Paulo - SP",1.0,2.0,115, SP,"Lapa, São Paulo",Oeste
977,6000,3.0,"Lapa, São Paulo - SP",2.0,4.0,136, SP,"Lapa, São Paulo",Oeste
984,1300,3.0,"Rua Rifaina, 550 - Pompeia, São Paulo - SP",1.0,0.0,60, Pompeia,"Rua Rifaina, 550",Oeste
988,9500,3.0,"Rua Afonso Vaz, 131 - Butantã, São Paulo - SP",3.0,0.0,516, Butantã,"Rua Afonso Vaz, 131",Oeste
989,3500,1.0,"Jardim Paulista, São Paulo - SP",1.0,1.0,45, SP,"Jardim Paulista, São Paulo",Oeste
1004,10000,4.0,"Panamby, São Paulo - SP",4.0,2.0,279, SP,"Panamby, São Paulo",Oeste
1006,2100,2.0,"Jardim Esmeralda, São Paulo - SP",2.0,3.0,110, SP,"Jardim Esmeralda, São Paulo",Oeste
1007,4800,3.0,"Rua Aleixo Jorge - Pompeia, São Paulo - SP",3.0,2.0,169, Pompeia,Rua Aleixo Jorge,Oeste
1020,4500,5.0,"Rua Doutor Chibata Miyakoshi - Panamby, São Paulo - SP",7.0,6.0,505, Panamby,Rua Doutor Chibata Miyakoshi,Oeste
1024,9000,4.0,"Rua David Ben Gurion, 955 - Jardim Monte Kemel, São Paulo - SP",5.0,3.0,283, Jardim Monte Kemel,"Rua David Ben Gurion, 955",Oeste
1027,8000,4.0,"Alto da Lapa, São Paulo - SP",3.0,3.0,276, SP,"Alto da Lapa, São Paulo",Oeste
1032,10000,3.0,"Rua Cayowaá, 1520 - Perdizes, São Paulo - SP",5.0,4.0,210, Perdizes,"Rua Cayowaá, 1520",Oeste
1033,22000,3.0,"Rua Massacá, 231 - Alto de Pinheiros, São Paulo - SP",1.0,5.0,375, Alto de Pinheiros,"Rua Massacá, 231",Oeste
1035,2600,1.0,"Rua Apinajés, 105 - Pompeia, São Paulo - SP",1.0,1.0,83, Pompeia,"Rua Apinajés, 105",Oeste
1039,110000,4.0,"Jardim Paulista, São Paulo - SP",4.0,8.0,907, SP,"Jardim Paulista, São Paulo",Oeste
1042,5900,2.0,"Alameda Joaquim Eugênio de Lima, 246 - Jardim Paulista, São Paulo - SP",3.0,2.0,100, Jardim Paulista,"Alameda Joaquim Eugênio de Lima, 246",Oeste
1043,9990,3.0,"Rua Morás, 542 - Vila Madalena, São Paulo - SP",3.0,4.0,205, Vila Madalena,"Rua Morás, 542",Oeste
1056,1320,1.0,"Alameda Lorena, 1014 - Jardim Paulista, São Paulo - SP",1.0,1.0,27, Jardim Paulista,"Alameda Lorena, 1014",Oeste
1069,1135,1.0,"Rua José Piragibe, 366 - Butantã, São Paulo - SP",1.0,0.0,17, Butantã,"Rua José Piragibe, 366",Oeste
1087,7350,3.0,"Granja Julieta, São Paulo - SP",5.0,3.0,450, SP,"Granja Julieta, São Paulo",Oeste
1096,3400,3.0,"Rua Henrique Botticini, 70 - Jardim Rizzo, São Paulo - SP",3.0,0.0,132, Jardim Rizzo,"Rua Henrique Botticini, 70",Oeste
0,7000,2.0,"Rua Volta Redonda, 757 - Campo Belo, São Paulo - SP",5.0,3.0,276, Campo Belo,"Rua Volta Redonda, 757",Sul
4,1900,2.0,"Rua Araquém, 19 - Vila Mascote, São Paulo - SP",3.0,1.0,84, Vila Mascote,"Rua Araquém, 19",Sul
8,4200,2.0,"Rua Helena, 52 - Vila Olímpia, São Paulo - SP",2.0,1.0,60, Vila Olímpia,"Rua Helena, 52",Sul
9,2500,1.0,"Avenida Vereador José Diniz, 3100 - Santo Amaro, São Paulo - SP",1.0,1.0,35, Santo Amaro,"Avenida Vereador José Diniz, 3100",Sul
10,1800,2.0,"Avenida Itaboraí - Bosque da Saúde, São Paulo - SP",1.0,1.0,62, Bosque da Saúde,Avenida Itaboraí,Sul
11,4574,3.0,"Rua Viradouro, 96 - Itaim Bibi, São Paulo - SP",2.0,1.0,100, Itaim Bibi,"Rua Viradouro, 96",Sul
13,4800,3.0,"Rua Barão de Jaceguai, 1305 - Campo Belo, São Paulo - SP",3.0,2.0,130, Campo Belo,"Rua Barão de Jaceguai, 1305",Sul
17,1800,2.0,"Rua Dom Constantino Barradas, 120 - Vila Gumercindo, São Paulo - SP",2.0,2.0,80, Vila Gumercindo,"Rua Dom Constantino Barradas, 120",Sul
18,4985,2.0,"Rua Silva Correia, 125 - Vila Nova Conceição, São Paulo - SP",3.0,2.0,86, Vila Nova Conceição,"Rua Silva Correia, 125",Sul
25,14485,3.0,"Rua Inajaroba, 17 - Vila Nova Conceição, São Paulo - SP",5.0,3.0,211, Vila Nova Conceição,"Rua Inajaroba, 17",Sul
26,1800,1.0,"Rua dos Caciques - Vila da Saúde, São Paulo - SP",2.0,1.0,37, Vila da Saúde,Rua dos Caciques,Sul
29,2000,2.0,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",2.0,1.0,70, Vila Olímpia,Avenida Doutor Cardoso de Melo,Sul
31,6100,2.0,"Rua Sansão Alves dos Santos, 343 - Cidade Monções, São Paulo - SP",2.0,2.0,75, Cidade Monções,"Rua Sansão Alves dos Santos, 343",Sul
33,12000,3.0,"Rua Visconde de Taunay, 627 - Vila Cruzeiro, São Paulo - SP",5.0,4.0,220, Vila Cruzeiro,"Rua Visconde de Taunay, 627",Sul
37,1700,2.0,"Avenida Santa Catarina, 1531 - Vila Mascote, São Paulo - SP",1.0,1.0,54, Vila Mascote,"Avenida Santa Catarina, 1531",Sul
39,5500,2.0,"Rua Henri Dunant, 792 - Santo Amaro, São Paulo - SP",3.0,2.0,78, Santo Amaro,"Rua Henri Dunant, 792",Sul
41,6000,3.0,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",3.0,2.0,97, Vila Gertrudes,"Rua Bacaetava, 66",Sul
42,1400,2.0,"Rua João Ferreira de Abreu - Vila Arriete, São Paulo - SP",1.0,1.0,45, Vila Arriete,Rua João Ferreira de Abreu,Sul
43,2880,1.0,"Rua Henri Dunant, 1066 - Santo Amaro, São Paulo - SP",1.0,1.0,33, Santo Amaro,"Rua Henri Dunant, 1066",Sul
49,9990,3.0,"Rua Pensilvânia, 442 - Cidade Monções, São Paulo - SP",3.0,3.0,156, Cidade Monções,"Rua Pensilvânia, 442",Sul
51,6385,2.0,"Rua Casa do Ator, 996 - Vila Olímpia, São Paulo - SP",2.0,2.0,100, Vila Olímpia,"Rua Casa do Ator, 996",Sul
52,3500,2.0,"Rua João Cachoeira - Itaim Bibi, São Paulo - SP",1.0,1.0,90, Itaim Bibi,Rua João Cachoeira,Sul
55,6000,3.0,"Rua Kansas, 1700 - Brooklin Paulista, São Paulo - SP",3.0,2.0,100, Brooklin Paulista,"Rua Kansas, 1700",Sul
56,5485,3.0,"Rua Nebraska, 420 - Brooklin Novo, São Paulo - SP",1.0,3.0,121, Brooklin Novo,"Rua Nebraska, 420",Sul
58,1100,1.0,"Avenida Afonso Mariano Fagundes, 725 - Saúde, São Paulo - SP",1.0,0.0,12, Saúde,"Avenida Afonso Mariano Fagundes, 725",Sul
59,1430,2.0,"Rua Nossa Senhora do Bom Conselho, 451 - Chácara Nossa Senhora do Bom Conselho, São Paulo - SP",2.0,1.0,54, Chácara Nossa Senhora do Bom Conselho,"Rua Nossa Senhora do Bom Conselho, 451",Sul
60,1150,2.0,"Rua Inocêncio de Camargo, 41 - Pedreira, São Paulo - SP",1.0,1.0,46, Pedreira,"Rua Inocêncio de Camargo, 41",Sul
66,2000,2.0,"Rua Tabapuã, 665 - Itaim Bibi, São Paulo - SP",1.0,0.0,85, Itaim Bibi,"Rua Tabapuã, 665",Sul
68,5885,3.0,"Rua Brasília, 45 - Itaim Bibi, São Paulo - SP",2.0,3.0,120, Itaim Bibi,"Rua Brasília, 45",Sul
69,5485,3.0,"Rua Marechal Deodoro, 500 - Santo Amaro, São Paulo - SP",4.0,2.0,126, Santo Amaro,"Rua Marechal Deodoro, 500",Sul
71,8000,3.0,"Alameda dos Arapanés, 628 - Moema, São Paulo - SP",5.0,3.0,198, Moema,"Alameda dos Arapanés, 628",Sul
73,1400,1.0,"Rua Barão de Santa Branca - Parque Colonial, São Paulo - SP",1.0,1.0,30, Parque Colonial,Rua Barão de Santa Branca,Sul
74,15000,4.0,"Rua Edson, 728 - Campo Belo, São Paulo - SP",5.0,4.0,230, Campo Belo,"Rua Edson, 728",Sul
75,4000,3.0,"Rua Sócrates, 161 - Vila Sofia, São Paulo - SP",3.0,2.0,105, Vila Sofia,"Rua Sócrates, 161",Sul
76,3050,1.0,"Rua Luís Correia de Melo, 92 - Vila Cruzeiro, São Paulo - SP",1.0,1.0,45, Vila Cruzeiro,"Rua Luís Correia de Melo, 92",Sul
78,2500,3.0,"Rua Camillo Nader, 175 - Vila Morumbi, São Paulo - SP",3.0,2.0,125, Vila Morumbi,"Rua Camillo Nader, 175",Sul
83,2200,2.0,"Rua Agostinho Gomes, 1326 - Ipiranga, São Paulo - SP",1.0,1.0,62, Ipiranga,"Rua Agostinho Gomes, 1326",Sul
84,4250,1.0,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",2.0,1.0,52, Cidade Monções,"Rua George Ohm, 330",Sul
85,4000,1.0,"Rua Nova York, 245 - Brooklin Paulista, São Paulo - SP",1.0,1.0,43, Brooklin Paulista,"Rua Nova York, 245",Sul
92,2290,2.0,"Avenida Onze de Junho, 730 - Vila Clementino, São Paulo - SP",2.0,1.0,53, Vila Clementino,"Avenida Onze de Junho, 730",Sul
93,7985,3.0,"Rua Nova York, 539 - Brooklin Paulista, São Paulo - SP",2.0,2.0,120, Brooklin Paulista,"Rua Nova York, 539",Sul
96,4500,2.0,"Rua João Cachoeira, 250 - Vila Nova Conceição, São Paulo - SP",3.0,1.0,90, Vila Nova Conceição,"Rua João Cachoeira, 250",Sul
100,4200,3.0,"Avenida Doutor Mário Vilas Boas Rodrigues, 161 - Jardim Dom Bosco, São Paulo - SP",3.0,2.0,130, Jardim Dom Bosco,"Avenida Doutor Mário Vilas Boas Rodrigues, 161",Sul
103,2000,2.0,"Rua Comendador Miguel Calfat, 62 - Vila Nova Conceição, São Paulo - SP",2.0,1.0,56, Vila Nova Conceição,"Rua Comendador Miguel Calfat, 62",Sul
105,14490,3.0,"Rua Inajaroba, 17 - Vila Nova Conceição, São Paulo - SP",5.0,3.0,211, Vila Nova Conceição,"Rua Inajaroba, 17",Sul
107,800,1.0,"Rua Gomes de Carvalho, 1005 - Vila Olímpia, São Paulo - SP",1.0,1.0,30, Vila Olímpia,"Rua Gomes de Carvalho, 1005",Sul
112,1300,2.0,"Rua Padre Bento Ibañez - Jardim Prudência, São Paulo - SP",1.0,1.0,45, Jardim Prudência,Rua Padre Bento Ibañez,Sul
113,2500,2.0,"Rua Iaiá - Itaim Bibi, São Paulo - SP",1.0,1.0,52, Itaim Bibi,Rua Iaiá,Sul
114,7400,3.0,"Rua Araguari - Vila Uberabinha, São Paulo - SP",5.0,2.0,124, Vila Uberabinha,Rua Araguari,Sul
115,1200,1.0,"Rua Ática, 420 - Jardim Brasil (Zona Sul), São Paulo - SP",1.0,1.0,35, Jardim Brasil (Zona Sul),"Rua Ática, 420",Sul
118,4000,1.0,"Avenida Chibarás, 44 - Moema, São Paulo - SP",2.0,1.0,68, Moema,"Avenida Chibarás, 44",Sul
119,55000,4.0,"Rua Inhambú - Vila Uberabinha, São Paulo - SP",6.0,5.0,403, Vila Uberabinha,Rua Inhambú,Sul
124,1900,1.0,"Rua Constantino de Sousa, 1032 - Campo Belo, São Paulo - SP",2.0,1.0,45, Campo Belo,"Rua Constantino de Sousa, 1032",Sul
129,2200,2.0,"Rua Antônio de Macedo Soares, 1234 - Campo Belo, São Paulo - SP",2.0,1.0,70, Campo Belo,"Rua Antônio de Macedo Soares, 1234",Sul
132,1500,2.0,"Rua Santa Crescência, 85 - Ferreira, São Paulo - SP",1.0,1.0,65, Ferreira,"Rua Santa Crescência, 85",Sul
134,2150,1.0,"Rua Júlio Diniz, 145 - Vila Olímpia, São Paulo - SP",2.0,1.0,56, Vila Olímpia,"Rua Júlio Diniz, 145",Sul
137,2700,3.0,"Rua José Ramon Urtiza, 181 - Vila Andrade, São Paulo - SP",4.0,2.0,95, Vila Andrade,"Rua José Ramon Urtiza, 181",Sul
139,3200,2.0,"Rua Alvorada - Vila Olímpia, São Paulo - SP",2.0,1.0,70, Vila Olímpia,Rua Alvorada,Sul
141,1500,2.0,"Avenida Ramalho Ortigão, 200 - Vila Gumercindo, São Paulo - SP",1.0,0.0,100, Vila Gumercindo,"Avenida Ramalho Ortigão, 200",Sul
143,3700,3.0,"Rua Moreira Cardoso - Jardim Aeroporto, São Paulo - SP",3.0,2.0,150, Jardim Aeroporto,Rua Moreira Cardoso,Sul
145,900,2.0,"Avenida Professor Cardozo de Mello Neto, 136 - Jardim Santa Terezinha (Pedreira), São Paulo - SP",2.0,0.0,50, Jardim Santa Terezinha (Pedreira),"Avenida Professor Cardozo de Mello Neto, 136",Sul
146,20000,4.0,"Rua Palmares, 650 - Brooklin Paulista, São Paulo - SP",5.0,4.0,647, Brooklin Paulista,"Rua Palmares, 650",Sul
151,2200,3.0,"Rua Clotilde Orsolini Morana, 112 - Jardim Sandra, São Paulo - SP",2.0,3.0,340, Jardim Sandra,"Rua Clotilde Orsolini Morana, 112",Sul
153,8000,11.0,"Rua Estevão Baião - Vila Congonhas, São Paulo - SP",5.0,3.0,369, Vila Congonhas,Rua Estevão Baião,Sul
154,4500,2.0,"Rua Enxovia - Vila São Francisco (Zona Sul), São Paulo - SP",2.0,2.0,160, Vila São Francisco (Zona Sul),Rua Enxovia,Sul
155,3000,5.0,"Rua César Pena Ramos, 1744 - Vila Santa Maria, São Paulo - SP",3.0,1.0,165, Vila Santa Maria,"Rua César Pena Ramos, 1744",Sul
157,3200,2.0,"Rua Lydia Simões Cabral - Indianópolis, São Paulo - SP",2.0,1.0,90, Indianópolis,Rua Lydia Simões Cabral,Sul
158,1096,1.0,"Rua Barão de Melgaço, 29 - Real Parque, São Paulo - SP",1.0,0.0,50, Real Parque,"Rua Barão de Melgaço, 29",Sul
159,30000,4.0,"Vila Morumbi, São Paulo - SP",5.0,10.0,713, SP,"Vila Morumbi, São Paulo",Sul
161,4300,3.0,"Rua dos Chanes - Indianópolis, São Paulo - SP",4.0,2.0,106, Indianópolis,Rua dos Chanes,Sul
162,1250,2.0,"Rua Joaquim do Lago, 182 - Balneário Mar Paulista, São Paulo - SP",1.0,1.0,50, Balneário Mar Paulista,"Rua Joaquim do Lago, 182",Sul
165,2000,2.0,"Rua Correia de Lemos - Chácara Inglesa, São Paulo - SP",2.0,0.0,90, Chácara Inglesa,Rua Correia de Lemos,Sul
166,11000,4.0,"Rua Fonseca da Costa - Bosque da Saúde, São Paulo - SP",6.0,12.0,650, Bosque da Saúde,Rua Fonseca da Costa,Sul
168,2900,2.0,"Rua Rondinha, 101 - Chácara Inglesa, São Paulo - SP",3.0,1.0,325, Chácara Inglesa,"Rua Rondinha, 101",Sul
169,800,1.0,"Rua Jorge Dias, 94 - Socorro, São Paulo - SP",1.0,0.0,30, Socorro,"Rua Jorge Dias, 94",Sul
175,50000,4.0,"Rua Dom Tomás Costa e Lima, 97 - Vila Tramontano, São Paulo - SP",5.0,14.0,1075, Vila Tramontano,"Rua Dom Tomás Costa e Lima, 97",Sul
176,12000,4.0,"Rua Pires de Oliveira, 530 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",6.0,3.0,700, Chácara Santo Antônio (Zona Sul),"Rua Pires de Oliveira, 530",Sul
179,90000,5.0,"Retiro Morumbi, São Paulo - SP",11.0,30.0,2000, SP,"Retiro Morumbi, São Paulo",Sul
180,5000,2.0,"Rua Flórida, *** - Cidade Monções, São Paulo - SP",3.0,2.0,98, Cidade Monções,"Rua Flórida, ***",Sul
184,30000,4.0,"Jardim Cordeiro, São Paulo - SP",6.0,14.0,941, SP,"Jardim Cordeiro, São Paulo",Sul
186,2600,1.0,"Alameda dos Anapurus - Indianópolis, São Paulo - SP",2.0,0.0,50, Indianópolis,Alameda dos Anapurus,Sul
187,8000,4.0,"Rua Demóstenes - Campo Belo, São Paulo - SP",4.0,2.0,200, Campo Belo,Rua Demóstenes,Sul
189,2200,2.0,"Rua Artur Thiré, 1085 - Vila da Saúde, São Paulo - SP",2.0,0.0,80, Vila da Saúde,"Rua Artur Thiré, 1085",Sul
191,16000,4.0,"Rua Nebraska - Brooklin Novo, São Paulo - SP",5.0,4.0,200, Brooklin Novo,Rua Nebraska,Sul
192,11500,3.0,"Rua Professor Filadelfo Azevedo - Vila Nova Conceição, São Paulo - SP",3.0,4.0,213, Vila Nova Conceição,Rua Professor Filadelfo Azevedo,Sul
202,100000,6.0,"Rua Antônio de Andrade Rebelo - Retiro Morumbi, São Paulo - SP",6.0,10.0,1700, Retiro Morumbi,Rua Antônio de Andrade Rebelo,Sul
203,9000,3.0,"Rua Escobar Ortiz - Vila Nova Conceição, São Paulo - SP",3.0,2.0,190, Vila Nova Conceição,Rua Escobar Ortiz,Sul
204,38000,4.0,"Jardim Morumbi, São Paulo - SP",4.0,4.0,1000, SP,"Jardim Morumbi, São Paulo",Sul
205,2800,2.0,"Rua Fernandes Moreira, 306 - Chácara Santo Antônio (Zona Sul), São Paulo - SP",2.0,2.0,134, Chácara Santo Antônio (Zona Sul),"Rua Fernandes Moreira, 306",Sul
206,1500,2.0,"Rua Maracá, 168 - Vila Guarani (Z Sul), São Paulo - SP",1.0,0.0,72, Vila Guarani (Z Sul),"Rua Maracá, 168",Sul
207,6800,3.0,"Rua Rita Joana de Sousa - Campo Belo, São Paulo - SP",4.0,4.0,175, Campo Belo,Rua Rita Joana de Sousa,Sul
208,4500,2.0,"Avenida Doutor Cardoso de Melo - Vila Olímpia, São Paulo - SP",3.0,1.0,100, Vila Olímpia,Avenida Doutor Cardoso de Melo,Sul
213,6985,4.0,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",4.0,2.0,370, Campo Belo,"Rua José dos Santos Júnior, 405",Sul
215,800,2.0,"Avenida Rodrigues Montemor, 786 - Cidade Domitila, São Paulo - SP",1.0,0.0,40, Cidade Domitila,"Avenida Rodrigues Montemor, 786",Sul
220,5500,3.0,"Rua João Lourenço, 763 - Vila Nova Conceição, São Paulo - SP",2.0,1.0,80, Vila Nova Conceição,"Rua João Lourenço, 763",Sul
222,6490,3.0,"Rua Bacaetava, 66 - Vila Gertrudes, São Paulo - SP",2.0,2.0,107, Vila Gertrudes,"Rua Bacaetava, 66",Sul
235,2300,4.0,"Rua Eduardo Ferreira Franca, 259 - Água Funda, São Paulo - SP",2.0,0.0,100, Água Funda,"Rua Eduardo Ferreira Franca, 259",Sul
238,3200,2.0,"Rua Pascal - Campo Belo, São Paulo - SP",2.0,1.0,80, Campo Belo,Rua Pascal,Sul
240,4900,4.0,"Rua Breno Pinheiro - Jardim Morumbi, São Paulo - SP",3.0,3.0,296, Jardim Morumbi,Rua Breno Pinheiro,Sul
242,3000,3.0,"Avenida Miruna - Indianópolis, São Paulo - SP",3.0,3.0,120, Indianópolis,Avenida Miruna,Sul
260,6990,4.0,"Rua José dos Santos Júnior, 405 - Campo Belo, São Paulo - SP",4.0,2.0,370, Campo Belo,"Rua José dos Santos Júnior, 405",Sul
261,3000,2.0,"Rua Costa Aguiar - Ipiranga, São Paulo - SP",3.0,3.0,131, Ipiranga,Rua Costa Aguiar,Sul
263,13000,4.0,"Alameda Calicut - Chácara Santo Antônio (Zona Sul), São Paulo - SP",4.0,8.0,450, Chácara Santo Antônio (Zona Sul),Alameda Calicut,Sul
266,8500,3.0,"Rua Professor José Leite e Oiticica, 240 - Vila Gertrudes, São Paulo - SP",5.0,2.0,150, Vila Gertrudes,"Rua Professor José Leite e Oiticica, 240",Sul
267,3200,1.0,"Rua Doutor Fadlo Haidar, 75 - Vila Olímpia, São Paulo - SP",1.0,1.0,45, Vila Olímpia,"Rua Doutor Fadlo Haidar, 75",Sul
270,4200,1.0,"Rua George Ohm, 330 - Cidade Monções, São Paulo - SP",1.0,1.0,52, Cidade Monções,"Rua George Ohm, 330",Sul
271,2250,2.0,"Avenida Padre Antônio José dos Santos, 1666 - Cidade Monções, São Paulo - SP",2.0,1.0,86, Cidade Monções,"Avenida Padre Antônio José dos Santos, 1666",Sul
277,3300,2.0,"Rua Gonçalo da Cunha - Chácara Inglesa, São Paulo - SP",2.0,1.0,68, Chácara Inglesa,Rua Gonçalo da Cunha,Sul
278,2700,3.0,"Avenida Interlagos, 4455 - Jardim Umuarama, São Paulo - SP",2.0,2.0,72, Jardim Umuarama,"Avenida Interlagos, 4455",Sul
281,3000,1.0,"Rua Doutor Diogo de Faria - Vila Clementino, São Paulo - SP",1.0,0.0,25, Vila Clementino,Rua Doutor Diogo de Faria,Sul
282,1600,1.0,"Alameda dos Nhambiquaras - Indianópolis, São Paulo - SP",1.0,1.0,38, Indianópolis,Alameda dos Nhambiquaras,Sul
